node_id,source,content_type,green_category,active_green_categories,label,article_id,source_title,section_title,sample_id,llm_topic_name,word_count,text_preview,x,y,z
article_11__section_016__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, appliance_energy_management, environmental_awareness",article_11,article_11,Electric Energy Management in the Smart Home,V. CONSUMER BEHAVIOR,,,,"The impact of technological advancement is acknowledged as an important enabler for the expansion of smart homes, an integral part of the equation is influencing the behavior of the occupant vis-à-vis energy usage with information and ed...",-4.658214569091797,5.265854835510254,2.0656025409698486
article_11__section_016__chunk_002,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, appliance_energy_management, environmental_awareness",article_11,article_11,Electric Energy Management in the Smart Home,V. CONSUMER BEHAVIOR,,,,"This seemingly subtle difference in recruitment can profoundly affect the results. Opt-in studies have shown relatively consistent effects of feedback. For example, three opt-in studies have shown overall energy savings of 6% to 10% -. I...",-4.707363605499268,5.314831256866455,2.114461660385132
article_11__section_016__chunk_003,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, appliance_energy_management, environmental_awareness",article_11,article_11,Electric Energy Management in the Smart Home,V. CONSUMER BEHAVIOR,,,,The results in indicate that This report is available at no cost from the National Renewable Energy Laboratory (NREL) at www.nrel.gov/publications. the effect of feedback wanes over time. Reductions in energy consumption of 8% were seen ...,-4.7056732177734375,5.313004493713379,2.1127307415008545
article_11__section_016__chunk_004,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, appliance_energy_management, environmental_awareness",article_11,article_11,Electric Energy Management in the Smart Home,V. CONSUMER BEHAVIOR,,,,"Studies of the rebound effect for residential space heating show that energy savings fall short of expectations by 10 to 30%. In particular, in lower income homes, families convert some of their new energy efficiency into greater comfort...",-4.677689075469971,5.285194396972656,2.084855079650879
article_11__section_017__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, appliance_energy_management, environmental_awareness",article_11,article_11,Electric Energy Management in the Smart Home,VI. CONCLUSION,,,,Smart homes rely on numerous enabling technologies in both the electricity grid and consumer electronics. Standardization and maturity of the technologies in each of these realms is required if smart homes are to be pervasive. Given that...,-4.665534019470215,5.27312707901001,2.0728297233581543
article_2__section_001__chunk_001,article_index,article_chunk,lighting_efficiency,"lighting_efficiency, occupancy_based_control, appliance_energy_management, environmental_awareness, scheduling_optimization",article_2,article_2,State of the art of smart homes,Abstract,,,,In this paper we present a review of the state of the art of smart homes. We will first look at the research work related to smart homes from various view points; first in the view point of specific techniques such as smart homes that ut...,-3.393953561782837,15.062070846557617,-2.1179637908935547
article_2__section_002__chunk_001,article_index,article_chunk,lighting_efficiency,"lighting_efficiency, occupancy_based_control, appliance_energy_management, environmental_awareness, scheduling_optimization",article_2,article_2,State of the art of smart homes,Introduction,,,,"Humans interact with the environment that surrounds them, in numerous ways. They perceive the environmental conditions and act, react or adjust accordingly. If the environment can be made to reciprocate this behavior and respond to human...",-3.4511351585388184,15.00484561920166,-2.06164288520813
article_2__section_002__chunk_002,article_index,article_chunk,lighting_efficiency,"lighting_efficiency, occupancy_based_control, appliance_energy_management, environmental_awareness, scheduling_optimization",article_2,article_2,State of the art of smart homes,Introduction,,,,"The second category of smart homes aims at storing and retrieving of multi-media captured within the smart home, in different levels from photos to experiences. One might argue that the issue of privacy of such type of information collec...",-3.480663776397705,14.97534465789795,-2.0326719284057617
article_2__section_002__chunk_003,article_index,article_chunk,lighting_efficiency,"lighting_efficiency, occupancy_based_control, appliance_energy_management, environmental_awareness, scheduling_optimization",article_2,article_2,State of the art of smart homes,Introduction,,,,Thereafter we will look at specific applications of smart homes. First in Section 5 we will look at smart homes applications for eldercare and childcare. Then in Section 6 we look at the energy efficient smart homes and Section 7 investi...,-3.4187099933624268,15.037309646606445,-2.0946450233459473
article_2__section_003__chunk_001,article_index,article_chunk,lighting_efficiency,"lighting_efficiency, occupancy_based_control, appliance_energy_management, environmental_awareness, scheduling_optimization",article_2,article_2,State of the art of smart homes,Video-based techniques in smart homes,,,,"Video is highly prospective as an input modality for smart homes, due to its non-intrusive nature and rich information content. However, its use in a home-like environment has been sometimes questioned and argued about, due to privacy co...",-3.4411768913269043,15.014778137207031,-2.0709919929504395
article_2__section_004__chunk_001,article_index,article_chunk,lighting_efficiency,"lighting_efficiency, occupancy_based_control, appliance_energy_management, environmental_awareness, scheduling_optimization",article_2,article_2,State of the art of smart homes,Video sensor-based event recognition,,,,In the paper the authors use a statebased approach to recognize events and actions. The state diagram in Fig. 1 shows the transitions between states defined for a tracked human in the image sequence. Table 1 summarizes the rules for the ...,-3.4087178707122803,15.047245025634766,-2.100898504257202
