triggerTitle,triggerChannelTitle,actionTitle,actionChannelTitle,title,desc,trigger_class,action_class,rule_scope,topic_text,topic_id,topic_name,numtopic_id,sample_id,llm_topic_name,green_category,global_green_relevance,if_then_rule,green_relevance,keep_for_rag
Smart Home/Away,ecobee,Turn off,WeMo Light Switch,"If Ecobee thermostat detects I'm not home, turn off the lights",Uses smarthome/smartaway to tell if you are home or not,smart_home,smart_home,core_smart_home,"When Smart Home/Away from ecobee, do Turn off using WeMo Light Switch. If Ecobee thermostat detects I'm not home, turn off the lights. Uses smarthome/smartaway to tell if you are home or not",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0049,presence_based_automation,occupancy_based_control,medium,IF Smart Home/Away from ecobee THEN Turn off using WeMo Light Switch.,high,True
Temperature rises above,Nest Thermostat,Turn on fan for 15 minutes,Nest Thermostat,NEST - Run the FAN not the AC,Turn on the Fan once the Nest hits a set tempThe idea is to save on costs of running the AC by running the fan first Use in junction with another Applet when above 78 then turn on AC.,smart_home,smart_home,core_smart_home,"When Temperature rises above from Nest Thermostat, do Turn on fan for 15 minutes using Nest Thermostat. NEST - Run the FAN not the AC. Turn on the Fan once the Nest hits a set tempThe idea is to save on costs of running the AC by running the fan first Use in junction with another Applet when above 78 then turn on AC.",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0050,presence_based_automation,occupancy_based_control,medium,IF Temperature rises above from Nest Thermostat THEN Turn on fan for 15 minutes using Nest Thermostat.,high,True
Monitor a sensor value,Seeed,Drive any Grove,Seeed,Off-strip,This will switch off lights,smart_home,smart_home,core_smart_home,"When Monitor a sensor value from Seeed, do Drive any Grove using Seeed. Off-strip. This will switch off lights",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0051,presence_based_automation,occupancy_based_control,medium,IF Monitor a sensor value from Seeed THEN Drive any Grove using Seeed.,none,False
Mode armed,Scout Alarm,Set temperature,Nest Thermostat,Set Nest temperature when Scout Alarm is armed,Used to adjust the Nest thermostat temperature when a Scout Alarm mode is armed (i.elower the temperature when sleep mode is armed).,smart_home,smart_home,core_smart_home,"When Mode armed from Scout Alarm, do Set temperature using Nest Thermostat. Set Nest temperature when Scout Alarm is armed. Used to adjust the Nest thermostat temperature when a Scout Alarm mode is armed (i.elower the temperature when sleep mode is armed).",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0052,presence_based_automation,occupancy_based_control,medium,IF Mode armed from Scout Alarm THEN Set temperature using Nest Thermostat.,medium,True
Alarm triggered,Scout Alarm,Start recording,Manything,Activate your Manythings Camera if Alarm is Triggered,Use Manythings to record the activity in your home if an alarm is triggered.,smart_home,smart_home,core_smart_home,"When Alarm triggered from Scout Alarm, do Start recording using Manything. Activate your Manythings Camera if Alarm is Triggered. Use Manythings to record the activity in your home if an alarm is triggered.",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0053,presence_based_automation,occupancy_based_control,medium,IF Alarm triggered from Scout Alarm THEN Start recording using Manything.,none,False
Every day of the week at,Date & Time,Blink lights,Philips Hue,Blink Hue lights everyday at set time,Effect lights quickly turn on and off a few times,context,smart_home,context_aware_smart_home,"When Every day of the week at from Date & Time, do Blink lights using Philips Hue. Blink Hue lights everyday at set time. Effect lights quickly turn on and off a few times",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0054,presence_based_automation,occupancy_based_control,medium,IF Every day of the week at from Date & Time THEN Blink lights using Philips Hue.,none,False
Every day of the week at,Date & Time,Blink lights,Philips Hue,Wake-up call,"I use this Applet and works for me really well.At 6:00 every school day, it will blink the lights.",context,smart_home,context_aware_smart_home,"When Every day of the week at from Date & Time, do Blink lights using Philips Hue. Wake-up call. I use this Applet and works for me really well.At 6:00 every school day, it will blink the lights.",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0055,presence_based_automation,occupancy_based_control,medium,IF Every day of the week at from Date & Time THEN Blink lights using Philips Hue.,none,False
Every day of the week at,Date & Time,Blink lights,Philips Hue,School nights- bedtime alert,Monday-Thursday & Sunday OR specified time lights blink,context,smart_home,context_aware_smart_home,"When Every day of the week at from Date & Time, do Blink lights using Philips Hue. School nights- bedtime alert. Monday-Thursday & Sunday OR specified time lights blink",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0056,presence_based_automation,occupancy_based_control,medium,IF Every day of the week at from Date & Time THEN Blink lights using Philips Hue.,none,False
Power drops below,Smappee,Turn on plug,Smappee,Turn on stuff when my consumption is low,Turn on the appliance(s) connected to the selected plug when the power drops below the specified threshold.,smart_home,smart_home,core_smart_home,"When Power drops below from Smappee, do Turn on plug using Smappee. Turn on stuff when my consumption is low. Turn on the appliance(s) connected to the selected plug when the power drops below the specified threshold.",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0057,presence_based_automation,occupancy_based_control,medium,IF Power drops below from Smappee THEN Turn on plug using Smappee.,none,False
Power rises above,Smappee,Blink lights,Philips Hue,When power rises above blink lights,Change the Rises above field to personalize this Applet,smart_home,smart_home,core_smart_home,"When Power rises above from Smappee, do Blink lights using Philips Hue. When power rises above blink lights. Change the Rises above field to personalize this Applet",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0058,presence_based_automation,occupancy_based_control,medium,IF Power rises above from Smappee THEN Blink lights using Philips Hue.,none,False
Hub status changed,SkylinkNet,Set temperature for a period of time,Honeywell Total Connect Comfort,Set thermostat temperature for a period of time when SkylinkNet is armed away,Set thermostat to a specific temperature for a fixed time when SkylinkNet is armed away.,smart_home,smart_home,core_smart_home,"When Hub status changed from SkylinkNet, do Set temperature for a period of time using Honeywell Total Connect Comfort. Set thermostat temperature for a period of time when SkylinkNet is armed away. Set thermostat to a specific temperature for a fixed time when SkylinkNet is armed away.",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0059,presence_based_automation,occupancy_based_control,medium,IF Hub status changed from SkylinkNet THEN Set temperature for a period of time using Honeywell Total Connect Comfort.,medium,True
New event from a rule,Sighthound Video,Change color,Philips Hue,Turn hue lights red if Sighthound detects a person in my home while I am away,Know if someone was detected in your home before you walk in.,smart_home,smart_home,core_smart_home,"When New event from a rule from Sighthound Video, do Change color using Philips Hue. Turn hue lights red if Sighthound detects a person in my home while I am away. Know if someone was detected in your home before you walk in.",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0060,presence_based_automation,occupancy_based_control,medium,IF New event from a rule from Sighthound Video THEN Change color using Philips Hue.,none,False
Mother's face is touched,Sen.se Mother,Play audio from URL,Musaic,"Play Drake's hit song ""Jumpman"" every time you touch Mother's face",Title says it all.,smart_home,smart_home,core_smart_home,"When Mother's face is touched from Sen.se Mother, do Play audio from URL using Musaic. Play Drake's hit song ""Jumpman"" every time you touch Mother's face. Title says it all.",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0061,presence_based_automation,occupancy_based_control,medium,IF Mother's face is touched from Sen.se Mother THEN Play audio from URL using Musaic.,none,False
Smart Home/Away,ecobee,Turn on lights,Philips Hue,Turn on lights when motion detected,Ecobee and Hue work together to detect occupancy and turn lights on,smart_home,smart_home,core_smart_home,"When Smart Home/Away from ecobee, do Turn on lights using Philips Hue. Turn on lights when motion detected. Ecobee and Hue work together to detect occupancy and turn lights on",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0062,presence_based_automation,occupancy_based_control,medium,IF Smart Home/Away from ecobee THEN Turn on lights using Philips Hue.,high,True
You enter an area,Location,Turn light on,Hive Active Light,Turn on my light when I'm on my way home,Make sure you don't come home to a dark house. This Applet turns on your chosen Hive Active Lightâ¢ when you are on your way home.,context,smart_home,context_aware_smart_home,"When You enter an area from Location, do Turn light on using Hive Active Light. Turn on my light when I'm on my way home. Make sure you don't come home to a dark house. This Applet turns on your chosen Hive Active Lightâ¢ when you are on your way home.",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0063,presence_based_automation,occupancy_based_control,medium,IF You enter an area from Location THEN Turn light on using Hive Active Light.,medium,True
Vehicle leaves a place,Zubie,Switch off,SmartThings,"When I leave home, turn off the lights","When Zubie detects a departure event from your Home, or any specified location, you can use the SmartThings channel to turn off one or more lights. You will need to have configured SmartThings devices and service to use this recipe.",context,smart_home,context_aware_smart_home,"When Vehicle leaves a place from Zubie, do Switch off using SmartThings. When I leave home, turn off the lights. When Zubie detects a departure event from your Home, or any specified location, you can use the SmartThings channel to turn off one or more lights. You will need to have configured SmartThings devices and service to use this recipe.",-1,-1_use smartthings_detects_automatically turn_run homeseer event,T_OUTLIER,T_OUTLIER_S0064,presence_based_automation,occupancy_based_control,medium,IF Vehicle leaves a place from Zubie THEN Switch off using SmartThings.,high,True
